mes,municipio,departamento,valorobservado,riesgo_humedad
2015-11,VIANÍ,CUNDINAMARCA,72.76190476190476,óptimo
2015-11,VILLAPINZÓN,CUNDINAMARCA,14.796806966618288,riesgo_baja_humedad
2015-11,VILLETA,CUNDINAMARCA,78.33001422475107,óptimo
2015-12,BARBACOAS,NARIÑO,98.21706586826348,riesgo_alto_alta_humedad
2015-12,CABRERA,CUNDINAMARCA,80.91489361702128,riesgo_moderado_alta_humedad
2015-12,CACHIPAY,CUNDINAMARCA,57.65040650406504,ligeramente_seco
2015-12,CAPARRAPÍ,CUNDINAMARCA,83.1891891891892,riesgo_moderado_alta_humedad
2015-12,CARMEN DE CARUPA,CUNDINAMARCA,71.07171853856563,óptimo
2015-12,CONTADERO,NARIÑO,65.07619047619048,óptimo
2015-12,GIRARDOT,CUNDINAMARCA,57.52191780821918,ligeramente_seco
2015-12,GUASCA,CUNDINAMARCA,88.26187150837988,riesgo_moderado_alta_humedad
2015-12,LA CALERA,CUNDINAMARCA,88.21708683473389,riesgo_moderado_alta_humedad
2015-12,LENGUAZAQUE,CUNDINAMARCA,75.39972899728997,óptimo
2015-12,MOSQUERA,CUNDINAMARCA,74.96045197740114,óptimo
2015-12,NEMOCÓN,CUNDINAMARCA,79.375,óptimo
2015-12,PASCA,CUNDINAMARCA,77.3125,óptimo
2015-12,PASTO,NARIÑO,69.32601235415237,óptimo
2015-12,PUERRES,NARIÑO,99.8877840909091,riesgo_alto_alta_humedad
2015-12,PUERTO SALGAR,CUNDINAMARCA,76.332784184514,óptimo
2015-12,QUEBRADANEGRA,CUNDINAMARCA,72.36747967479675,óptimo
2015-12,SAN BERNARDO,CUNDINAMARCA,99.0,riesgo_alto_alta_humedad
2015-12,SAN CAYETANO,CUNDINAMARCA,69.46457765667574,óptimo
2015-12,SUBACHOQUE,CUNDINAMARCA,87.0,riesgo_moderado_alta_humedad
2015-12,TAMINANGO,NARIÑO,67.61832061068702,óptimo
2015-12,TOCANCIPÁ,CUNDINAMARCA,80.17678812415654,riesgo_moderado_alta_humedad
2015-12,TÚQUERRES,NARIÑO,80.69852941176471,riesgo_moderado_alta_humedad
2015-12,UBATÉ,CUNDINAMARCA,72.00554785020805,óptimo
2015-12,VIANÍ,CUNDINAMARCA,47.948763250883395,riesgo_baja_humedad
2015-12,VILLAPINZÓN,CUNDINAMARCA,7.704011065006916,riesgo_baja_humedad
2015-12,VILLETA,CUNDINAMARCA,63.85538881309686,óptimo
2015-12,ZIPAQUIRÁ,CUNDINAMARCA,83.38,riesgo_moderado_alta_humedad
2016-01,BARBACOAS,NARIÑO,98.46888567293777,riesgo_alto_alta_humedad
2016-01,CABRERA,CUNDINAMARCA,83.10773480662984,riesgo_moderado_alta_humedad
2016-01,CACHIPAY,CUNDINAMARCA,69.8029689608637,óptimo
2016-01,CAPARRAPÍ,CUNDINAMARCA,85.71351351351352,riesgo_moderado_alta_humedad
2016-01,CARMEN DE CARUPA,CUNDINAMARCA,62.70420624151967,óptimo
2016-01,GUASCA,CUNDINAMARCA,74.57991803278688,óptimo
2016-01,LA CALERA,CUNDINAMARCA,81.18467852257182,riesgo_moderado_alta_humedad
2016-01,LENGUAZAQUE,CUNDINAMARCA,68.34421768707483,óptimo
2016-01,MOSQUERA,CUNDINAMARCA,81.62809917355372,riesgo_moderado_alta_humedad
2016-01,NEMOCÓN,CUNDINAMARCA,72.4904109589041,óptimo
2016-01,PASCA,CUNDINAMARCA,78.78052126200275,óptimo
2016-01,PASTO,NARIÑO,75.01649484536082,óptimo
2016-01,PUERRES,NARIÑO,96.25694444444444,riesgo_alto_alta_humedad
2016-01,PUERTO SALGAR,CUNDINAMARCA,78.86906474820144,óptimo
2016-01,QUEBRADANEGRA,CUNDINAMARCA,63.14401076716016,óptimo
2016-01,SAN BERNARDO,CUNDINAMARCA,99.0,riesgo_alto_alta_humedad
2016-01,SAN CAYETANO,CUNDINAMARCA,87.10646900269542,riesgo_moderado_alta_humedad
2016-01,TAMINANGO,NARIÑO,71.54202898550724,óptimo
2016-01,TOCANCIPÁ,CUNDINAMARCA,76.38075880758808,óptimo
2016-01,TÚQUERRES,NARIÑO,82.81739130434782,riesgo_moderado_alta_humedad
2016-01,UBATÉ,CUNDINAMARCA,63.82441700960219,óptimo
2016-01,VIANÍ,CUNDINAMARCA,60.616883116883116,óptimo
2016-01,VILLAPINZÓN,CUNDINAMARCA,52.3228021978022,ligeramente_seco
