,mes,departamento,municipio,temperatura_promedio,temperatura_minima,temperatura_maxima
0,2015-01,CUNDINAMARCA,CABRERA,10.827816411682893,4.3,17.7
1,2015-01,CUNDINAMARCA,GIRARDOT,29.05739247311828,20.6,38.7
2,2015-01,CUNDINAMARCA,GUASCA,4.592105263157895,0.0,46.4
3,2015-01,CUNDINAMARCA,LA CALERA,8.551748251748252,2.2,17.1
4,2015-01,CUNDINAMARCA,LENGUAZAQUE,10.331755424063116,0.0,20.0
5,2015-01,CUNDINAMARCA,MOSQUERA,13.017236467236467,0.1,23.1
6,2015-01,CUNDINAMARCA,NEMOCÓN,12.995536959553695,0.0,26.4
7,2015-01,CUNDINAMARCA,PASCA,15.369623655913978,9.1,21.9
8,2015-01,CUNDINAMARCA,PUERTO SALGAR,27.475,20.6,37.9
9,2015-01,CUNDINAMARCA,QUEBRADANEGRA,23.031317204301075,17.0,33.4
10,2015-01,CUNDINAMARCA,SAN CAYETANO,5.39217273954116,0.0,17.5
11,2015-01,CUNDINAMARCA,UBATÉ,12.839280774550483,0.5,24.5
12,2015-01,CUNDINAMARCA,VILLAPINZÓN,9.29297520661157,2.2,16.9
13,2015-01,CUNDINAMARCA,VILLETA,23.67798913043478,12.8,34.2
14,2015-01,CUNDINAMARCA,ZIPAQUIRÁ,9.008823529411766,0.3,18.4
15,2015-01,NARIÑO,BARBACOAS,22.713092979127133,19.6,30.3
16,2015-01,NARIÑO,CONTADERO,14.344769874476988,10.0,21.5
17,2015-01,NARIÑO,PASTO,15.309274193548388,10.2,23.5
18,2015-01,NARIÑO,PUERRES,6.88902627511592,2.6,11.4
19,2015-01,NARIÑO,TAMINANGO,24.16661237785016,18.4,33.2
20,2015-01,NARIÑO,TÚQUERRES,5.144377811094453,0.0,19.7
21,2015-02,CUNDINAMARCA,CABRERA,11.28054919908467,6.1,17.1
22,2015-02,CUNDINAMARCA,GIRARDOT,29.402831594634872,23.1,38.4
23,2015-02,CUNDINAMARCA,GUASCA,5.449022633744856,0.0,21.0
24,2015-02,CUNDINAMARCA,LA CALERA,8.332974137931034,0.5,18.6
25,2015-02,CUNDINAMARCA,LENGUAZAQUE,11.465251572327043,4.0,20.3
26,2015-02,CUNDINAMARCA,MOSQUERA,13.534510433386838,1.2,23.8
27,2015-02,CUNDINAMARCA,NEMOCÓN,13.083630952380954,0.3,25.2
28,2015-02,CUNDINAMARCA,PASCA,15.630357142857143,10.5,22.1
29,2015-02,CUNDINAMARCA,PUERTO SALGAR,27.21473214285714,21.8,35.9
30,2015-02,CUNDINAMARCA,QUEBRADANEGRA,23.332436472346785,18.1,32.0
31,2015-02,CUNDINAMARCA,SAN CAYETANO,12.666119402985073,6.6,19.7
32,2015-02,CUNDINAMARCA,UBATÉ,13.724056603773585,4.9,26.6
33,2015-02,CUNDINAMARCA,VILLAPINZÓN,9.658517350157728,3.6,18.5
34,2015-02,CUNDINAMARCA,VILLETA,24.301490312965722,17.9,33.2
35,2015-02,CUNDINAMARCA,ZIPAQUIRÁ,9.268682170542636,1.4,20.0
36,2015-02,NARIÑO,BARBACOAS,22.989136904761907,19.2,30.4
37,2015-02,NARIÑO,CONTADERO,15.895064377682404,9.5,26.3
38,2015-02,NARIÑO,PASTO,14.716368078175897,5.4,23.7
39,2015-02,NARIÑO,PUERRES,7.410714285714286,3.2,15.5
40,2015-02,NARIÑO,TAMINANGO,23.816987740805605,18.9,33.0
41,2015-02,NARIÑO,TÚQUERRES,9.879974651457541,0.0,21.1
42,2015-03,CUNDINAMARCA,CABRERA,11.25,9.5,13.0
43,2015-03,CUNDINAMARCA,GIRARDOT,29.28011049723757,21.7,38.7
44,2015-03,CUNDINAMARCA,GUASCA,8.211519434628975,0.0,20.3
45,2015-03,CUNDINAMARCA,LA CALERA,9.042424242424243,3.1,17.0
46,2015-03,CUNDINAMARCA,LENGUAZAQUE,11.99918144611187,0.0,19.8
47,2015-03,CUNDINAMARCA,MOSQUERA,13.941543026706231,3.4,24.0
48,2015-03,CUNDINAMARCA,NEMOCÓN,13.964227642276423,1.3,25.5
49,2015-03,CUNDINAMARCA,PASCA,15.626075268817203,11.2,21.6
50,2015-03,CUNDINAMARCA,PUERTO SALGAR,27.49543010752688,21.8,37.2
51,2015-03,CUNDINAMARCA,QUEBRADANEGRA,23.133467741935483,18.0,33.3
52,2015-03,CUNDINAMARCA,SAN BERNARDO,17.367671691792296,9.5,32.5
53,2015-03,CUNDINAMARCA,SAN CAYETANO,12.682191780821919,7.5,19.9
54,2015-03,CUNDINAMARCA,UBATÉ,14.401706970128021,5.7,25.0
55,2015-03,CUNDINAMARCA,VILLAPINZÓN,9.889435600578873,3.4,18.8
56,2015-03,CUNDINAMARCA,VILLETA,24.021174863387976,18.2,34.0
57,2015-03,CUNDINAMARCA,ZIPAQUIRÁ,9.617790530846486,3.6,19.8
58,2015-03,NARIÑO,BARBACOAS,23.134408602150536,20.1,31.1
59,2015-03,NARIÑO,CONTADERO,15.723655913978494,10.5,26.2
60,2015-03,NARIÑO,PASTO,14.485936395759717,5.4,23.1
61,2015-03,NARIÑO,PUERRES,7.655913978494624,4.5,13.1
62,2015-03,NARIÑO,TAMINANGO,23.68015037593985,0.0,33.6
63,2015-03,NARIÑO,TÚQUERRES,11.84005376344086,5.2,21.2
64,2015-04,CUNDINAMARCA,CABRERA,11.780697050938338,6.8,19.1
65,2015-04,CUNDINAMARCA,GIRARDOT,28.61472222222222,21.0,36.8
66,2015-04,CUNDINAMARCA,GUASCA,7.992548435171386,2.4,16.0
67,2015-04,CUNDINAMARCA,LA CALERA,8.32,4.9,12.0
68,2015-04,CUNDINAMARCA,LENGUAZAQUE,11.751043115438108,5.1,17.6
69,2015-04,CUNDINAMARCA,MOSQUERA,14.202715654952076,4.0,22.3
70,2015-04,CUNDINAMARCA,NEMOCÓN,13.849486049926579,2.2,22.1
71,2015-04,CUNDINAMARCA,PASCA,15.863934426229509,10.9,22.5
72,2015-04,CUNDINAMARCA,PUERTO SALGAR,27.683194444444446,21.9,39.2
73,2015-04,CUNDINAMARCA,QUEBRADANEGRA,23.58059259259259,18.0,33.9
74,2015-04,CUNDINAMARCA,SAN BERNARDO,17.193045897079276,11.2,27.0
75,2015-04,CUNDINAMARCA,SAN CAYETANO,13.679651162790698,8.0,20.2
76,2015-04,CUNDINAMARCA,UBATÉ,14.197037037037036,6.6,21.2
77,2015-04,CUNDINAMARCA,VILLAPINZÓN,9.136148148148148,4.8,14.8
78,2015-04,CUNDINAMARCA,VILLETA,24.4046511627907,17.9,33.9
79,2015-04,CUNDINAMARCA,ZIPAQUIRÁ,9.418842729970327,4.1,16.1
80,2015-04,NARIÑO,BARBACOAS,23.542499999999997,19.9,30.2
81,2015-04,NARIÑO,CONTADERO,15.760138888888887,10.0,24.7
82,2015-04,NARIÑO,PASTO,14.784364141765115,7.9,23.5
83,2015-04,NARIÑO,PUERRES,7.149027777777778,5.4,9.2
84,2015-04,NARIÑO,TAMINANGO,23.858842975206613,18.4,32.9
85,2015-04,NARIÑO,TÚQUERRES,11.580694444444445,6.1,20.2
86,2015-05,CUNDINAMARCA,CABRERA,6.62,0.0,49.6
87,2015-05,CUNDINAMARCA,FUSAGASUGÁ,8.358333333333333,7.7,8.8
88,2015-05,CUNDINAMARCA,GIRARDOT,29.196236559139784,22.3,37.9
89,2015-05,CUNDINAMARCA,GUASCA,8.09751552795031,1.9,18.7
90,2015-05,CUNDINAMARCA,LA CALERA,11.301996370235933,6.0,21.7
91,2015-05,CUNDINAMARCA,LENGUAZAQUE,11.758064516129032,5.3,19.5
92,2015-05,CUNDINAMARCA,MOSQUERA,14.173661971830985,2.8,24.0
93,2015-05,CUNDINAMARCA,NEMOCÓN,13.550547945205478,1.7,24.8
94,2015-05,CUNDINAMARCA,PASCA,16.003956343792634,10.8,22.6
95,2015-05,CUNDINAMARCA,PUERTO SALGAR,28.248790322580643,22.1,37.3
96,2015-05,CUNDINAMARCA,QUEBRADANEGRA,24.16010854816825,18.2,34.0
97,2015-05,CUNDINAMARCA,SAN BERNARDO,17.5628532974428,9.1,27.0
98,2015-05,CUNDINAMARCA,SAN CAYETANO,13.94102564102564,8.1,20.9
99,2015-05,CUNDINAMARCA,UBATÉ,14.0283378746594,5.8,24.5
100,2015-05,CUNDINAMARCA,VILLAPINZÓN,9.19087947882736,4.2,16.7
101,2015-05,CUNDINAMARCA,VILLETA,24.87533692722372,17.3,34.8
102,2015-05,CUNDINAMARCA,ZIPAQUIRÁ,9.379338842975207,2.1,18.5
103,2015-05,NARIÑO,BARBACOAS,23.622849462365593,19.7,29.8
104,2015-05,NARIÑO,CONTADERO,15.586005434782608,9.3,26.4
105,2015-05,NARIÑO,PASTO,14.789852150537634,6.7,25.6
106,2015-05,NARIÑO,PUERRES,7.067880085653105,5.1,11.3
107,2015-05,NARIÑO,TAMINANGO,24.558833063209075,19.1,34.8
108,2015-05,NARIÑO,TÚQUERRES,11.586424731182795,5.8,21.1
109,2015-06,CUNDINAMARCA,CABRERA,3.614130434782609,0.0,46.4
110,2015-06,CUNDINAMARCA,FUSAGASUGÁ,8.390028901734103,7.0,10.0
111,2015-06,CUNDINAMARCA,GIRARDOT,28.804305555555555,22.9,37.5
112,2015-06,CUNDINAMARCA,GUASCA,7.395905172413793,0.0,16.2
113,2015-06,CUNDINAMARCA,LA CALERA,10.600138888888889,3.6,18.0
114,2015-06,CUNDINAMARCA,LENGUAZAQUE,11.0,3.4,16.2
115,2015-06,CUNDINAMARCA,MOSQUERA,13.533483483483483,3.2,20.6
116,2015-06,CUNDINAMARCA,NEMOCÓN,12.940114613180517,2.4,19.5
117,2015-06,CUNDINAMARCA,PASCA,15.444428571428572,11.6,22.2
118,2015-06,CUNDINAMARCA,PUERTO SALGAR,28.967130919220057,21.7,37.5
119,2015-06,CUNDINAMARCA,QUEBRADANEGRA,24.23572433192686,17.8,32.6
120,2015-06,CUNDINAMARCA,SAN BERNARDO,16.777916666666666,10.8,25.2
121,2015-06,CUNDINAMARCA,SAN CAYETANO,13.775453277545328,8.3,19.8
122,2015-06,CUNDINAMARCA,UBATÉ,13.917518248175183,8.4,19.6
123,2015-06,CUNDINAMARCA,VILLAPINZÓN,8.248995363214839,4.7,13.5
124,2015-06,CUNDINAMARCA,VILLETA,25.154532775453276,17.6,33.9
125,2015-06,CUNDINAMARCA,ZIPAQUIRÁ,8.380863309352518,2.5,14.0
126,2015-06,NARIÑO,BARBACOAS,23.686944444444443,19.2,29.8
127,2015-06,NARIÑO,CONTADERO,15.114965034965037,9.7,22.5
128,2015-06,NARIÑO,PASTO,14.282559774964838,7.4,23.0
129,2015-06,NARIÑO,TAMINANGO,24.61770072992701,18.6,36.0
130,2015-06,NARIÑO,TÚQUERRES,11.155277777777778,6.6,18.5
131,2015-07,CUNDINAMARCA,CABRERA,0.35637254901960785,0.0,46.4
132,2015-07,CUNDINAMARCA,FUSAGASUGÁ,8.232724719101123,7.0,9.6
133,2015-07,CUNDINAMARCA,GIRARDOT,30.525134408602153,21.2,38.7
134,2015-07,CUNDINAMARCA,GUASCA,6.934545454545455,0.8,15.8
135,2015-07,CUNDINAMARCA,LA CALERA,10.65282258064516,5.6,21.1
136,2015-07,CUNDINAMARCA,LENGUAZAQUE,10.972371967654986,5.8,16.6
137,2015-07,CUNDINAMARCA,MOSQUERA,13.500141843971631,2.9,21.2
138,2015-07,CUNDINAMARCA,NEMOCÓN,12.965512465373962,4.3,20.4
139,2015-07,CUNDINAMARCA,PASCA,15.812150837988828,11.2,21.7
140,2015-07,CUNDINAMARCA,PUERTO SALGAR,29.16982408660352,21.1,39.8
141,2015-07,CUNDINAMARCA,QUEBRADANEGRA,24.918518518518518,18.2,35.4
142,2015-07,CUNDINAMARCA,SAN BERNARDO,17.199596774193548,9.1,25.7
143,2015-07,CUNDINAMARCA,SAN CAYETANO,13.65061224489796,8.4,19.9
144,2015-07,CUNDINAMARCA,VILLAPINZÓN,8.24611111111111,5.2,14.2
145,2015-07,CUNDINAMARCA,VILLETA,25.45605442176871,17.0,34.3
146,2015-07,CUNDINAMARCA,ZIPAQUIRÁ,8.412309820193638,4.4,14.5
147,2015-07,NARIÑO,BARBACOAS,23.30184135977337,19.9,28.8
148,2015-07,NARIÑO,CONTADERO,15.442857142857143,8.9,24.0
149,2015-07,NARIÑO,PASTO,14.443653032440055,6.4,23.5
150,2015-07,NARIÑO,TAMINANGO,24.261824324324323,19.5,35.4
151,2015-07,NARIÑO,TÚQUERRES,10.981563421828909,7.1,18.9
152,2015-08,CUNDINAMARCA,CABRERA,3.4353601496725914,0.0,16.9
153,2015-08,CUNDINAMARCA,FUSAGASUGÁ,8.17997159090909,6.7,9.6
154,2015-08,CUNDINAMARCA,GIRARDOT,31.69448924731183,24.2,40.3
155,2015-08,CUNDINAMARCA,GUASCA,7.301652892561983,0.1,25.6
156,2015-08,CUNDINAMARCA,LA CALERA,10.457930107526881,5.6,19.1
157,2015-08,CUNDINAMARCA,LENGUAZAQUE,11.061962365591398,5.2,15.8
158,2015-08,CUNDINAMARCA,MOSQUERA,13.726818830242511,2.8,26.0
159,2015-08,CUNDINAMARCA,NEMOCÓN,13.09841726618705,3.8,19.8
160,2015-08,CUNDINAMARCA,PASCA,16.083916083916083,11.0,24.2
161,2015-08,CUNDINAMARCA,PUERTO SALGAR,30.160530679933665,22.4,40.8
162,2015-08,CUNDINAMARCA,QUEBRADANEGRA,25.884203296703298,19.4,36.4
163,2015-08,CUNDINAMARCA,SAN BERNARDO,17.418977119784657,0.0,26.1
164,2015-08,CUNDINAMARCA,SAN CAYETANO,14.004477611940297,7.1,20.1
165,2015-08,CUNDINAMARCA,VILLAPINZÓN,8.198039215686274,5.9,13.5
166,2015-08,CUNDINAMARCA,VILLETA,26.684993178717598,17.4,35.7
167,2015-08,CUNDINAMARCA,ZIPAQUIRÁ,8.596488764044944,4.9,14.4
168,2015-08,NARIÑO,BARBACOAS,23.424707602339183,20.2,28.9
169,2015-08,NARIÑO,CONTADERO,17.966666666666665,16.1,20.3
170,2015-08,NARIÑO,PASTO,14.338785369220153,6.4,22.8
171,2015-08,NARIÑO,TAMINANGO,25.380827067669173,19.8,35.7
172,2015-08,NARIÑO,TÚQUERRES,11.009593023255814,6.6,18.4
173,2015-09,CUNDINAMARCA,CABRERA,7.373076923076923,0.0,18.9
174,2015-09,CUNDINAMARCA,FUSAGASUGÁ,8.421490467937607,6.7,10.0
175,2015-09,CUNDINAMARCA,GIRARDOT,31.966250000000002,22.5,40.7
176,2015-09,CUNDINAMARCA,GUASCA,7.115959907478797,0.7,17.3
177,2015-09,CUNDINAMARCA,LA CALERA,10.839305555555557,2.0,23.8
178,2015-09,CUNDINAMARCA,LENGUAZAQUE,10.846443514644351,1.9,18.3
179,2015-09,CUNDINAMARCA,MOSQUERA,13.433830845771144,0.1,27.0
180,2015-09,CUNDINAMARCA,NEMOCÓN,12.09004893964111,0.1,22.6
181,2015-09,CUNDINAMARCA,PASCA,16.347626841243862,10.7,23.0
182,2015-09,CUNDINAMARCA,PUERTO SALGAR,30.417241379310347,22.0,40.5
183,2015-09,CUNDINAMARCA,QUEBRADANEGRA,25.524960998439937,0.2,35.4
184,2015-09,CUNDINAMARCA,SAN BERNARDO,17.74022346368715,8.3,27.8
185,2015-09,CUNDINAMARCA,SAN CAYETANO,14.119764011799411,8.0,20.8
186,2015-09,CUNDINAMARCA,UBATÉ,1.3571428571428572,0.0,23.0
187,2015-09,CUNDINAMARCA,VILLAPINZÓN,8.516296296296296,6.0,13.6
188,2015-09,CUNDINAMARCA,VILLETA,26.274068322981368,0.0,36.0
189,2015-09,CUNDINAMARCA,ZIPAQUIRÁ,8.778478964401295,2.9,16.8
190,2015-09,NARIÑO,BARBACOAS,23.342784380305602,19.8,28.9
191,2015-09,NARIÑO,CONTADERO,15.426291079812207,8.8,25.1
192,2015-09,NARIÑO,PASTO,14.968429003021148,5.9,25.1
193,2015-09,NARIÑO,PUERRES,5.4303430079155675,2.9,8.0
194,2015-09,NARIÑO,TÚQUERRES,11.119894366197183,2.4,20.6
195,2015-10,CUNDINAMARCA,CABRERA,11.61696,6.6,18.4
196,2015-10,CUNDINAMARCA,FUSAGASUGÁ,8.50790273556231,5.9,10.0
197,2015-10,CUNDINAMARCA,GIRARDOT,29.726648721399734,22.5,38.9
198,2015-10,CUNDINAMARCA,GUASCA,8.43534338358459,1.7,17.8
199,2015-10,CUNDINAMARCA,LA CALERA,10.275654853620955,0.8,22.5
200,2015-10,CUNDINAMARCA,LENGUAZAQUE,11.439889958734524,2.3,18.8
201,2015-10,CUNDINAMARCA,MOSQUERA,14.053502235469448,1.0,27.6
202,2015-10,CUNDINAMARCA,NEMOCÓN,13.900146198830411,0.0,30.0
203,2015-10,CUNDINAMARCA,PASCA,15.923076923076923,11.0,21.8
204,2015-10,CUNDINAMARCA,PUERTO SALGAR,27.459740259740258,22.1,37.9
205,2015-10,CUNDINAMARCA,QUEBRADANEGRA,23.666509433962265,17.9,34.6
206,2015-10,CUNDINAMARCA,SAN BERNARDO,16.983673469387757,9.1,26.5
207,2015-10,CUNDINAMARCA,SAN CAYETANO,13.575602836879431,7.8,21.4
208,2015-10,CUNDINAMARCA,UBATÉ,1.7638297872340425,0.0,46.5
209,2015-10,CUNDINAMARCA,VILLAPINZÓN,9.527795527156549,6.6,15.3
210,2015-10,CUNDINAMARCA,VILLETA,25.17754237288136,18.7,35.7
211,2015-10,CUNDINAMARCA,ZIPAQUIRÁ,9.424911660777385,0.2,17.1
212,2015-10,NARIÑO,BARBACOAS,23.474999999999998,20.3,29.5
213,2015-10,NARIÑO,CONTADERO,15.967191977077364,8.0,26.7
214,2015-10,NARIÑO,PASTO,15.41142595978062,8.3,24.2
215,2015-10,NARIÑO,PUERRES,6.132575757575758,3.2,8.9
216,2015-10,NARIÑO,TÚQUERRES,11.629425287356323,4.9,19.4
217,2015-11,CUNDINAMARCA,CABRERA,11.995210727969349,7.9,16.8
218,2015-11,CUNDINAMARCA,CACHIPAY,20.0395,16.3,26.0
219,2015-11,CUNDINAMARCA,CAPARRAPÍ,21.359420289855073,17.5,28.7
220,2015-11,CUNDINAMARCA,CARMEN DE CARUPA,14.15638450502152,6.8,23.4
221,2015-11,CUNDINAMARCA,EL COLEGIO,17.495454545454546,16.0,19.4
222,2015-11,CUNDINAMARCA,FÚQUENE,14.058245614035087,3.1,21.6
223,2015-11,CUNDINAMARCA,GIRARDOT,28.99638888888889,22.4,37.0
224,2015-11,CUNDINAMARCA,GUASCA,9.587160674981657,2.1,14.0
225,2015-11,CUNDINAMARCA,LA CALERA,9.782273342354534,4.7,18.7
226,2015-11,CUNDINAMARCA,LENGUAZAQUE,11.79564606741573,3.7,18.5
227,2015-11,CUNDINAMARCA,MOSQUERA,13.943902439024392,3.6,22.7
228,2015-11,CUNDINAMARCA,NEMOCÓN,14.485109489051094,1.6,27.6
229,2015-11,CUNDINAMARCA,PASCA,15.674600870827286,11.7,20.3
230,2015-11,CUNDINAMARCA,PUERTO SALGAR,26.923504867872044,22.1,35.8
231,2015-11,CUNDINAMARCA,QUEBRADANEGRA,22.812034383954153,0.2,33.9
232,2015-11,CUNDINAMARCA,SAN BERNARDO,17.094707520891365,10.8,27.4
233,2015-11,CUNDINAMARCA,SAN CAYETANO,13.343181818181819,7.6,21.7
234,2015-11,CUNDINAMARCA,SUBACHOQUE,11.307235890014471,6.3,18.9
235,2015-11,CUNDINAMARCA,TOCANCIPÁ,0.0,0.0,0.0
236,2015-11,CUNDINAMARCA,UBATÉ,13.55104895104895,0.0,46.5
237,2015-11,CUNDINAMARCA,VIANÍ,21.16915254237288,0.0,27.2
238,2015-11,CUNDINAMARCA,VILLETA,24.523328591749646,19.1,33.4
239,2015-11,NARIÑO,BARBACOAS,23.4672131147541,19.7,30.0
240,2015-11,NARIÑO,CONTADERO,16.09886201991465,0.0,26.8
241,2015-11,NARIÑO,PASTO,15.08874458874459,6.6,23.9
242,2015-11,NARIÑO,PUERRES,6.950783699059562,4.4,12.9
243,2015-11,NARIÑO,TAMINANGO,24.499137931034486,19.2,32.9
244,2015-11,NARIÑO,TÚQUERRES,11.851151315789474,7.1,20.4
245,2015-12,CUNDINAMARCA,CABRERA,11.693361581920904,5.4,18.8
246,2015-12,CUNDINAMARCA,CACHIPAY,21.633875338753388,16.6,28.9
247,2015-12,CUNDINAMARCA,CAPARRAPÍ,22.81189189189189,17.6,30.6
248,2015-12,CUNDINAMARCA,CARMEN DE CARUPA,13.33531799729364,6.0,21.7
249,2015-12,CUNDINAMARCA,FUSAGASUGÁ,8.1347442680776,6.5,9.8
250,2015-12,CUNDINAMARCA,GIRARDOT,30.62027397260274,22.5,39.1
251,2015-12,CUNDINAMARCA,GUASCA,8.7275069637883,0.5,14.0
252,2015-12,CUNDINAMARCA,LA CALERA,8.943156424581005,2.7,17.0
253,2015-12,CUNDINAMARCA,LENGUAZAQUE,11.021680216802167,2.0,18.4
254,2015-12,CUNDINAMARCA,MOSQUERA,13.248022598870056,0.1,23.1
255,2015-12,CUNDINAMARCA,NEMOCÓN,12.656874095513748,0.0,26.2
256,2015-12,CUNDINAMARCA,PASCA,16.015256588072123,10.8,22.3
257,2015-12,CUNDINAMARCA,PUERTO SALGAR,28.796540362438222,22.4,38.4
258,2015-12,CUNDINAMARCA,QUEBRADANEGRA,24.85705024311183,17.9,36.5
259,2015-12,CUNDINAMARCA,SAN BERNARDO,16.899050203527818,8.3,27.8
260,2015-12,CUNDINAMARCA,SAN CAYETANO,14.27700680272109,7.1,23.4
261,2015-12,CUNDINAMARCA,SUBACHOQUE,10.576470588235296,9.6,13.0
262,2015-12,CUNDINAMARCA,TOCANCIPÁ,0.0,0.0,0.0
263,2015-12,CUNDINAMARCA,UBATÉ,12.742738589211617,4.0,20.8
264,2015-12,CUNDINAMARCA,VIANÍ,19.30494699646643,0.0,30.5
265,2015-12,CUNDINAMARCA,VILLETA,25.369577080491133,15.1,35.8
266,2015-12,CUNDINAMARCA,ZIPAQUIRÁ,9.138323353293414,1.0,17.0
267,2015-12,NARIÑO,BARBACOAS,24.084992570579494,21.1,29.8
268,2015-12,NARIÑO,CONTADERO,16.26912114014252,8.1,25.7
269,2015-12,NARIÑO,PASTO,14.907687028140014,7.3,24.0
270,2015-12,NARIÑO,PUERRES,6.002549575070822,2.5,8.3
271,2015-12,NARIÑO,TAMINANGO,25.571493902439027,18.9,36.3
272,2015-12,NARIÑO,TÚQUERRES,11.599265785609399,6.9,19.7
273,2016-01,CUNDINAMARCA,CABRERA,11.803988995873453,0.2,19.4
274,2016-01,CUNDINAMARCA,CACHIPAY,21.316734143049935,16.7,29.0
275,2016-01,CUNDINAMARCA,CAPARRAPÍ,22.221621621621622,18.6,29.7
276,2016-01,CUNDINAMARCA,CARMEN DE CARUPA,14.91180461329715,3.4,27.2
277,2016-01,CUNDINAMARCA,FUSAGASUGÁ,7.8244897959183675,6.2,9.9
278,2016-01,CUNDINAMARCA,GUASCA,10.653206002728513,2.8,18.2
279,2016-01,CUNDINAMARCA,LA CALERA,10.239207650273224,0.3,20.5
280,2016-01,CUNDINAMARCA,LENGUAZAQUE,11.628940217391303,0.0,21.9
281,2016-01,CUNDINAMARCA,MOSQUERA,13.292612859097126,1.1,23.8
282,2016-01,CUNDINAMARCA,NEMOCÓN,14.778726708074535,0.0,33.9
283,2016-01,CUNDINAMARCA,PASCA,16.41200545702592,11.2,22.4
284,2016-01,CUNDINAMARCA,PUERTO SALGAR,27.585323741007194,21.7,36.9
285,2016-01,CUNDINAMARCA,QUEBRADANEGRA,24.753225806451614,19.2,35.4
286,2016-01,CUNDINAMARCA,SAN BERNARDO,18.100813008130082,9.5,29.1
287,2016-01,CUNDINAMARCA,SAN CAYETANO,13.123180592991913,6.1,22.5
288,2016-01,CUNDINAMARCA,TOCANCIPÁ,0.0,0.0,0.0
289,2016-01,CUNDINAMARCA,UBATÉ,14.703566529492456,3.8,26.1
290,2016-01,CUNDINAMARCA,VIANÍ,22.855339805825242,0.0,30.7
291,2016-01,CUNDINAMARCA,VILLETA,26.155241935483872,18.2,36.2
292,2016-01,CUNDINAMARCA,ZIPAQUIRÁ,10.284413793103448,1.2,21.3
293,2016-01,NARIÑO,BARBACOAS,23.520231213872833,19.6,29.9
294,2016-01,NARIÑO,PASTO,15.59251887439945,5.8,26.0
295,2016-01,NARIÑO,PUERRES,7.685103448275862,4.2,12.6
296,2016-01,NARIÑO,TAMINANGO,24.87305475504323,18.6,33.6
297,2016-01,NARIÑO,TÚQUERRES,12.5842939481268,5.6,21.2
298,2016-02,CUNDINAMARCA,CABRERA,12.151612903225805,4.4,18.7
299,2016-02,CUNDINAMARCA,CACHIPAY,21.26917510853835,16.5,28.0
300,2016-02,CUNDINAMARCA,CAPARRAPÍ,22.522877697841725,18.8,30.1
301,2016-02,CUNDINAMARCA,CARMEN DE CARUPA,15.625216138328529,6.0,27.2
302,2016-02,CUNDINAMARCA,EL COLEGIO,17.962429906542056,14.9,21.9
303,2016-02,CUNDINAMARCA,FUSAGASUGÁ,7.8239067055393585,6.0,9.8
304,2016-02,CUNDINAMARCA,FÚQUENE,15.924953445065178,5.7,26.6
305,2016-02,CUNDINAMARCA,GUASCA,10.071480671043034,2.0,16.4
306,2016-02,CUNDINAMARCA,LA CALERA,9.991310751104566,2.4,18.7
307,2016-02,CUNDINAMARCA,LENGUAZAQUE,12.708776978417268,2.0,20.9
308,2016-02,CUNDINAMARCA,MOSQUERA,14.49331352154532,1.6,23.4
309,2016-02,CUNDINAMARCA,NEMOCÓN,14.474564459930313,2.0,24.4
310,2016-02,CUNDINAMARCA,PASCA,16.561233480176213,10.3,22.4
311,2016-02,CUNDINAMARCA,PUERTO SALGAR,27.920760233918127,21.3,39.4
312,2016-02,CUNDINAMARCA,QUEBRADANEGRA,24.350374812593703,18.9,35.9
313,2016-02,CUNDINAMARCA,SAN BERNARDO,18.201294964028776,10.4,27.0
314,2016-02,CUNDINAMARCA,SAN CAYETANO,13.822043795620438,6.3,23.7
315,2016-02,CUNDINAMARCA,SUBACHOQUE,12.425855513307985,6.9,21.9
316,2016-02,CUNDINAMARCA,TOCANCIPÁ,0.0,0.0,0.0
317,2016-02,CUNDINAMARCA,UBATÉ,15.0696925329429,4.5,24.7
318,2016-02,CUNDINAMARCA,VIANÍ,18.590217391304346,0.0,30.1
319,2016-02,CUNDINAMARCA,VILLETA,25.510625909752545,18.6,36.5
320,2016-02,CUNDINAMARCA,ZIPAQUIRÁ,10.35814648729447,1.3,19.9
321,2016-02,NARIÑO,BARBACOAS,22.91336405529954,19.5,27.6
322,2016-02,NARIÑO,PASTO,15.555197657393851,6.5,24.9
323,2016-02,NARIÑO,PUERRES,6.88,5.0,10.9
324,2016-02,NARIÑO,TAMINANGO,25.202255639097743,20.2,34.9
325,2016-02,NARIÑO,TÚQUERRES,12.352067381316997,0.0,20.9
326,2016-03,CUNDINAMARCA,CABRERA,12.371370420624153,6.6,19.0
327,2016-03,CUNDINAMARCA,CACHIPAY,21.11255060728745,16.8,28.3
328,2016-03,CUNDINAMARCA,CAPARRAPÍ,22.777223719676552,18.4,29.8
329,2016-03,CUNDINAMARCA,CARMEN DE CARUPA,15.865902964959568,6.0,26.3
330,2016-03,CUNDINAMARCA,EL COLEGIO,18.001889338731445,15.2,22.7
331,2016-03,CUNDINAMARCA,FUSAGASUGÁ,7.7835616438356166,6.2,9.4
332,2016-03,CUNDINAMARCA,FÚQUENE,15.900538358008076,3.0,26.4
333,2016-03,CUNDINAMARCA,GUASCA,10.755721056194991,1.9,16.8
334,2016-03,CUNDINAMARCA,LA CALERA,10.546922024623804,1.2,20.0
335,2016-03,CUNDINAMARCA,LENGUAZAQUE,13.4349932705249,3.3,22.6
