departamento,municipio,anio,mes,precipitacion_acumulada
CUNDINAMARCA,CHOCONTÁ,2016,9,64.4
CUNDINAMARCA,CHOCONTÁ,2016,10,65.3
CUNDINAMARCA,CHOCONTÁ,2016,11,96.1
CUNDINAMARCA,CHOCONTÁ,2016,12,34.3
CUNDINAMARCA,CHOCONTÁ,2017,1,26.4
CUNDINAMARCA,CHOCONTÁ,2017,2,9.0
CUNDINAMARCA,CHOCONTÁ,2017,3,139.1
CUNDINAMARCA,CHOCONTÁ,2017,4,45.5
CUNDINAMARCA,CHOCONTÁ,2017,5,85.1
CUNDINAMARCA,CHOCONTÁ,2017,6,92.7
CUNDINAMARCA,CHOCONTÁ,2017,7,53.2
CUNDINAMARCA,CHOCONTÁ,2017,8,16.4
CUNDINAMARCA,CHOCONTÁ,2017,9,0.2
CUNDINAMARCA,CHOCONTÁ,2017,10,0.0
CUNDINAMARCA,CHOCONTÁ,2017,11,19.4
CUNDINAMARCA,CHOCONTÁ,2017,12,73.9
CUNDINAMARCA,CHOCONTÁ,2018,1,20.6
CUNDINAMARCA,CHOCONTÁ,2018,2,20.9
CUNDINAMARCA,CHOCONTÁ,2018,3,51.9
CUNDINAMARCA,CHOCONTÁ,2018,4,98.5
CUNDINAMARCA,CHOCONTÁ,2018,5,42.9
CUNDINAMARCA,CHOCONTÁ,2018,6,114.0
CUNDINAMARCA,CHOCONTÁ,2018,7,90.4
CUNDINAMARCA,CHOCONTÁ,2018,8,82.9
CUNDINAMARCA,CHOCONTÁ,2018,9,35.7
CUNDINAMARCA,CHOCONTÁ,2018,10,52.2
CUNDINAMARCA,CHOCONTÁ,2018,11,28.0
CUNDINAMARCA,CHOCONTÁ,2018,12,2.4
CUNDINAMARCA,CHOCONTÁ,2019,1,7.3
CUNDINAMARCA,CHOCONTÁ,2019,2,1.6
CUNDINAMARCA,CHOCONTÁ,2019,3,0.0
CUNDINAMARCA,CHOCONTÁ,2019,6,76.1
CUNDINAMARCA,CHOCONTÁ,2019,7,92.4
CUNDINAMARCA,CHOCONTÁ,2019,8,68.5
CUNDINAMARCA,CHOCONTÁ,2019,9,42.4
CUNDINAMARCA,CHOCONTÁ,2019,10,50.3
CUNDINAMARCA,CHOCONTÁ,2020,1,0.1
CUNDINAMARCA,CHOCONTÁ,2020,2,4.3
CUNDINAMARCA,CHOCONTÁ,2020,3,15.0
CUNDINAMARCA,CHOCONTÁ,2020,4,14.0
CUNDINAMARCA,CHOCONTÁ,2020,5,23.0
CUNDINAMARCA,CHOCONTÁ,2020,6,69.1
CUNDINAMARCA,CHOCONTÁ,2020,7,78.5
CUNDINAMARCA,CHOCONTÁ,2020,8,35.3
CUNDINAMARCA,CHOCONTÁ,2020,9,35.6
CUNDINAMARCA,CHOCONTÁ,2020,10,19.0
CUNDINAMARCA,CHOCONTÁ,2020,11,123.6
CUNDINAMARCA,CHOCONTÁ,2020,12,9.0
CUNDINAMARCA,CHOCONTÁ,2021,1,11.700000000000001
CUNDINAMARCA,CHOCONTÁ,2021,2,18.3
CUNDINAMARCA,CHOCONTÁ,2021,3,94.2
CUNDINAMARCA,CHÍA,2019,7,13.200000000000001
CUNDINAMARCA,CHÍA,2019,8,59.6
CUNDINAMARCA,CHÍA,2019,9,19.6
CUNDINAMARCA,CHÍA,2019,10,90.60000000000001
CUNDINAMARCA,CHÍA,2019,11,112.2
CUNDINAMARCA,CHÍA,2019,12,31.8
CUNDINAMARCA,CHÍA,2020,1,44.0
CUNDINAMARCA,CHÍA,2020,2,216.0
CUNDINAMARCA,CHÍA,2020,3,134.4
CUNDINAMARCA,CHÍA,2020,4,140.6
CUNDINAMARCA,CHÍA,2020,5,82.0
CUNDINAMARCA,CHÍA,2020,6,105.0
CUNDINAMARCA,CHÍA,2020,7,125.2
CUNDINAMARCA,CHÍA,2020,8,58.4
CUNDINAMARCA,CHÍA,2020,9,120.2
CUNDINAMARCA,CHÍA,2020,10,77.4
CUNDINAMARCA,CHÍA,2020,11,322.8
CUNDINAMARCA,CHÍA,2020,12,29.6
CUNDINAMARCA,CHÍA,2021,1,2.6
CUNDINAMARCA,CHÍA,2021,2,58.2
CUNDINAMARCA,CHÍA,2021,3,160.0
CUNDINAMARCA,CHÍA,2021,4,121.4
CUNDINAMARCA,CHÍA,2021,5,97.2
CUNDINAMARCA,CHÍA,2021,6,147.0
CUNDINAMARCA,CHÍA,2021,7,80.0
CUNDINAMARCA,CHÍA,2021,8,145.20000000000002
CUNDINAMARCA,CHÍA,2021,9,66.2
CUNDINAMARCA,CHÍA,2021,10,213.20000000000002
CUNDINAMARCA,CHÍA,2021,11,55.4
CUNDINAMARCA,CHÍA,2021,12,34.2
CUNDINAMARCA,CHÍA,2022,1,2.2
CUNDINAMARCA,CHÍA,2022,2,122.6
CUNDINAMARCA,CHÍA,2022,3,0.8
CUNDINAMARCA,CHÍA,2022,4,253.6
CUNDINAMARCA,CHÍA,2022,6,118.6
CUNDINAMARCA,CHÍA,2022,7,89.4
CUNDINAMARCA,CHÍA,2022,8,79.4
CUNDINAMARCA,CHÍA,2022,9,121.4
CUNDINAMARCA,CHÍA,2022,10,183.20000000000002
CUNDINAMARCA,CHÍA,2022,11,0.2
CUNDINAMARCA,CHÍA,2022,12,42.6
CUNDINAMARCA,CHÍA,2023,1,7.8
CUNDINAMARCA,CHÍA,2023,2,59.2
CUNDINAMARCA,CHÍA,2023,3,154.6
CUNDINAMARCA,COGUA,2019,7,12.0
CUNDINAMARCA,COGUA,2019,8,65.60000000000001
CUNDINAMARCA,COGUA,2019,9,28.6
CUNDINAMARCA,COGUA,2019,10,77.0
CUNDINAMARCA,COGUA,2019,11,77.0
CUNDINAMARCA,COGUA,2019,12,40.6
CUNDINAMARCA,COGUA,2020,1,24.6
CUNDINAMARCA,COGUA,2020,2,33.0
CUNDINAMARCA,COGUA,2020,3,78.8
CUNDINAMARCA,COGUA,2020,4,25.6
CUNDINAMARCA,COGUA,2020,5,70.8
CUNDINAMARCA,COGUA,2020,6,100.60000000000001
CUNDINAMARCA,COGUA,2020,7,86.4
CUNDINAMARCA,COGUA,2020,8,42.800000000000004
CUNDINAMARCA,COGUA,2020,9,89.4
CUNDINAMARCA,COGUA,2020,10,32.800000000000004
CUNDINAMARCA,COGUA,2020,11,183.20000000000002
CUNDINAMARCA,COGUA,2020,12,10.200000000000001
CUNDINAMARCA,COGUA,2021,1,1.0
CUNDINAMARCA,COGUA,2021,2,79.0
CUNDINAMARCA,COGUA,2021,3,107.8
CUNDINAMARCA,COGUA,2021,4,52.800000000000004
CUNDINAMARCA,COGUA,2021,5,90.6
CUNDINAMARCA,COGUA,2021,6,125.2
CUNDINAMARCA,COGUA,2021,7,76.8
CUNDINAMARCA,COGUA,2021,8,79.60000000000001
CUNDINAMARCA,COGUA,2021,9,61.6
CUNDINAMARCA,COGUA,2021,10,216.8
CUNDINAMARCA,COGUA,2021,11,79.60000000000001
CUNDINAMARCA,COGUA,2021,12,29.4
CUNDINAMARCA,COGUA,2022,1,0.2
CUNDINAMARCA,COGUA,2022,2,45.0
CUNDINAMARCA,COGUA,2022,3,0.2
CUNDINAMARCA,COGUA,2022,4,106.8
CUNDINAMARCA,COGUA,2022,5,121.4
CUNDINAMARCA,COGUA,2022,6,162.2
CUNDINAMARCA,COGUA,2022,7,62.0
CUNDINAMARCA,COGUA,2022,8,44.6
CUNDINAMARCA,COGUA,2022,9,66.4
CUNDINAMARCA,COGUA,2022,10,226.0
CUNDINAMARCA,COGUA,2022,11,0.2
CUNDINAMARCA,COGUA,2022,12,8.6
CUNDINAMARCA,COGUA,2023,1,35.4
CUNDINAMARCA,COGUA,2023,2,58.2
CUNDINAMARCA,COGUA,2023,3,76.8
CUNDINAMARCA,CUCUNUBÁ,2019,3,53.6
CUNDINAMARCA,CUCUNUBÁ,2019,4,131.2
CUNDINAMARCA,CUCUNUBÁ,2019,5,48.0
CUNDINAMARCA,CUCUNUBÁ,2019,6,68.8
CUNDINAMARCA,CUCUNUBÁ,2019,7,36.800000000000004
CUNDINAMARCA,CUCUNUBÁ,2019,8,0.2
CUNDINAMARCA,CUCUNUBÁ,2019,9,9.8
CUNDINAMARCA,CUCUNUBÁ,2019,10,93.0
CUNDINAMARCA,CUCUNUBÁ,2019,11,178.20000000000002
CUNDINAMARCA,CUCUNUBÁ,2019,12,46.8
CUNDINAMARCA,CUCUNUBÁ,2020,1,16.2
CUNDINAMARCA,CUCUNUBÁ,2020,2,62.0
CUNDINAMARCA,CUCUNUBÁ,2020,3,80.0
CUNDINAMARCA,CUCUNUBÁ,2020,4,50.8
CUNDINAMARCA,CUCUNUBÁ,2020,5,73.0
CUNDINAMARCA,CUCUNUBÁ,2020,6,83.8
CUNDINAMARCA,CUCUNUBÁ,2020,7,54.800000000000004
CUNDINAMARCA,CUCUNUBÁ,2020,8,34.4
CUNDINAMARCA,CUCUNUBÁ,2020,9,58.800000000000004
CUNDINAMARCA,CUCUNUBÁ,2020,10,15.4
CUNDINAMARCA,CUCUNUBÁ,2020,11,196.0
CUNDINAMARCA,CUCUNUBÁ,2020,12,20.4
CUNDINAMARCA,CUCUNUBÁ,2021,2,48.4
CUNDINAMARCA,CUCUNUBÁ,2021,3,144.2
CUNDINAMARCA,CUCUNUBÁ,2021,4,29.200000000000003
CUNDINAMARCA,CUCUNUBÁ,2021,5,58.0
CUNDINAMARCA,CUCUNUBÁ,2021,6,121.60000000000001
CUNDINAMARCA,CUCUNUBÁ,2021,7,37.800000000000004
CUNDINAMARCA,CUCUNUBÁ,2021,8,42.0
CUNDINAMARCA,CUCUNUBÁ,2021,9,19.2
CUNDINAMARCA,CUCUNUBÁ,2021,10,33.6
CUNDINAMARCA,CUCUNUBÁ,2021,11,66.0
CUNDINAMARCA,CUCUNUBÁ,2021,12,26.6
CUNDINAMARCA,CUCUNUBÁ,2022,1,0.0
CUNDINAMARCA,CUCUNUBÁ,2022,2,48.4
CUNDINAMARCA,CUCUNUBÁ,2022,3,0.0
CUNDINAMARCA,CUCUNUBÁ,2022,4,115.8
CUNDINAMARCA,CUCUNUBÁ,2022,5,50.4
CUNDINAMARCA,CUCUNUBÁ,2022,6,102.8
CUNDINAMARCA,CUCUNUBÁ,2022,7,31.200000000000003
CUNDINAMARCA,CUCUNUBÁ,2022,8,71.2
CUNDINAMARCA,CUCUNUBÁ,2022,9,53.4
CUNDINAMARCA,CUCUNUBÁ,2022,10,75.8
CUNDINAMARCA,CUCUNUBÁ,2022,11,0.0
CUNDINAMARCA,CUCUNUBÁ,2022,12,9.6
CUNDINAMARCA,CUCUNUBÁ,2023,1,8.0
CUNDINAMARCA,CUCUNUBÁ,2023,2,46.8
CUNDINAMARCA,CUCUNUBÁ,2023,3,99.60000000000001
CUNDINAMARCA,CÁQUEZA,2016,12,0.0
CUNDINAMARCA,CÁQUEZA,2017,1,18.8
CUNDINAMARCA,CÁQUEZA,2017,2,42.300000000000004
CUNDINAMARCA,CÁQUEZA,2017,3,102.4
CUNDINAMARCA,CÁQUEZA,2017,4,54.300000000000004
CUNDINAMARCA,CÁQUEZA,2017,5,162.7
CUNDINAMARCA,CÁQUEZA,2017,6,131.2
CUNDINAMARCA,CÁQUEZA,2017,7,91.3
CUNDINAMARCA,CÁQUEZA,2017,8,94.6
CUNDINAMARCA,CÁQUEZA,2017,9,45.9
CUNDINAMARCA,CÁQUEZA,2017,10,73.4
CUNDINAMARCA,CÁQUEZA,2017,11,63.6
CUNDINAMARCA,CÁQUEZA,2017,12,11.0
CUNDINAMARCA,CÁQUEZA,2018,1,5.7
CUNDINAMARCA,CÁQUEZA,2018,2,1.6
CUNDINAMARCA,CÁQUEZA,2018,3,18.0
CUNDINAMARCA,CÁQUEZA,2018,4,117.3
CUNDINAMARCA,CÁQUEZA,2018,5,161.2
CUNDINAMARCA,CÁQUEZA,2018,6,138.20000000000002
CUNDINAMARCA,CÁQUEZA,2018,7,160.6
CUNDINAMARCA,CÁQUEZA,2018,8,119.0
CUNDINAMARCA,CÁQUEZA,2018,9,54.300000000000004
CUNDINAMARCA,CÁQUEZA,2018,10,61.7
CUNDINAMARCA,CÁQUEZA,2018,11,40.5
CUNDINAMARCA,CÁQUEZA,2018,12,3.6
CUNDINAMARCA,CÁQUEZA,2019,1,9.4
CUNDINAMARCA,CÁQUEZA,2019,2,2.2
CUNDINAMARCA,CÁQUEZA,2019,3,6.0
CUNDINAMARCA,CÁQUEZA,2019,4,50.5
CUNDINAMARCA,CÁQUEZA,2019,5,137.3
CUNDINAMARCA,CÁQUEZA,2019,6,112.7
CUNDINAMARCA,CÁQUEZA,2019,7,127.5
CUNDINAMARCA,CÁQUEZA,2019,8,126.1
CUNDINAMARCA,CÁQUEZA,2019,9,60.0
CUNDINAMARCA,CÁQUEZA,2019,10,64.8
CUNDINAMARCA,CÁQUEZA,2019,11,5.1000000000000005
CUNDINAMARCA,CÁQUEZA,2019,12,0.8
CUNDINAMARCA,CÁQUEZA,2020,1,0.0
CUNDINAMARCA,CÁQUEZA,2020,2,21.4
CUNDINAMARCA,CÁQUEZA,2020,3,9.9
CUNDINAMARCA,CÁQUEZA,2020,4,50.9
CUNDINAMARCA,CÁQUEZA,2020,5,11.3
CUNDINAMARCA,CÁQUEZA,2020,6,3.0
CUNDINAMARCA,CÁQUEZA,2020,7,159.0
CUNDINAMARCA,CÁQUEZA,2020,8,41.4
CUNDINAMARCA,CÁQUEZA,2020,9,54.0
CUNDINAMARCA,CÁQUEZA,2020,10,10.0
CUNDINAMARCA,CÁQUEZA,2020,11,69.7
CUNDINAMARCA,CÁQUEZA,2020,12,6.8
CUNDINAMARCA,CÁQUEZA,2021,1,3.0
CUNDINAMARCA,CÁQUEZA,2021,2,0.2
CUNDINAMARCA,CÁQUEZA,2021,3,36.7
CUNDINAMARCA,CÁQUEZA,2021,4,50.9
CUNDINAMARCA,CÁQUEZA,2021,5,41.7
CUNDINAMARCA,CÁQUEZA,2021,6,139.9
CUNDINAMARCA,CÁQUEZA,2021,7,45.2
CUNDINAMARCA,CÁQUEZA,2021,8,34.2
CUNDINAMARCA,CÁQUEZA,2021,9,3.5
CUNDINAMARCA,CÁQUEZA,2021,10,29.8
CUNDINAMARCA,CÁQUEZA,2021,11,20.2
CUNDINAMARCA,CÁQUEZA,2021,12,4.6000000000000005
CUNDINAMARCA,CÁQUEZA,2022,1,8.4
CUNDINAMARCA,CÁQUEZA,2022,2,43.5
CUNDINAMARCA,CÁQUEZA,2022,3,29.6
CUNDINAMARCA,CÁQUEZA,2022,4,12.1
CUNDINAMARCA,CÁQUEZA,2022,5,26.5
CUNDINAMARCA,CÁQUEZA,2022,6,2.7
CUNDINAMARCA,CÁQUEZA,2022,7,0.0
CUNDINAMARCA,CÁQUEZA,2022,8,0.0
CUNDINAMARCA,CÁQUEZA,2022,9,0.0
CUNDINAMARCA,CÁQUEZA,2022,10,0.0
CUNDINAMARCA,CÁQUEZA,2022,11,0.0
CUNDINAMARCA,CÁQUEZA,2022,12,0.0
CUNDINAMARCA,CÁQUEZA,2023,1,0.0
CUNDINAMARCA,CÁQUEZA,2023,2,0.0
CUNDINAMARCA,CÁQUEZA,2023,3,0.0
CUNDINAMARCA,CÁQUEZA,2023,4,0.0
CUNDINAMARCA,CÁQUEZA,2023,5,0.0
CUNDINAMARCA,CÁQUEZA,2023,6,0.0
CUNDINAMARCA,CÁQUEZA,2023,7,146.3
CUNDINAMARCA,CÁQUEZA,2023,8,90.5
CUNDINAMARCA,CÁQUEZA,2023,9,48.800000000000004
CUNDINAMARCA,CÁQUEZA,2023,10,28.1
CUNDINAMARCA,CÁQUEZA,2023,11,42.800000000000004
CUNDINAMARCA,CÁQUEZA,2023,12,0.1
CUNDINAMARCA,EL COLEGIO,2015,11,1.7
CUNDINAMARCA,EL COLEGIO,2016,2,113.4
CUNDINAMARCA,EL COLEGIO,2016,3,144.0
CUNDINAMARCA,EL COLEGIO,2016,4,173.5
CUNDINAMARCA,EL COLEGIO,2016,5,105.3
CUNDINAMARCA,EL COLEGIO,2016,6,104.7
CUNDINAMARCA,EL COLEGIO,2016,7,207.1
CUNDINAMARCA,EL COLEGIO,2016,8,76.9
CUNDINAMARCA,EL COLEGIO,2016,9,236.5
CUNDINAMARCA,EL COLEGIO,2016,10,146.3
CUNDINAMARCA,EL COLEGIO,2016,11,257.6
CUNDINAMARCA,EL COLEGIO,2016,12,122.8
CUNDINAMARCA,EL COLEGIO,2017,1,137.9
CUNDINAMARCA,EL COLEGIO,2017,2,127.2
CUNDINAMARCA,EL COLEGIO,2017,3,343.0
CUNDINAMARCA,EL COLEGIO,2017,4,126.5
CUNDINAMARCA,EL COLEGIO,2017,5,141.1
CUNDINAMARCA,EL COLEGIO,2017,6,97.8
CUNDINAMARCA,EL COLEGIO,2017,7,30.2
CUNDINAMARCA,EL COLEGIO,2017,8,55.2
CUNDINAMARCA,EL COLEGIO,2017,9,136.4
CUNDINAMARCA,EL COLEGIO,2017,10,230.0
CUNDINAMARCA,EL COLEGIO,2017,11,384.3
CUNDINAMARCA,EL COLEGIO,2017,12,324.8
CUNDINAMARCA,EL COLEGIO,2018,1,169.1
CUNDINAMARCA,EL COLEGIO,2018,2,446.2
CUNDINAMARCA,EL COLEGIO,2018,3,162.5
CUNDINAMARCA,EL COLEGIO,2018,4,290.9
CUNDINAMARCA,EL COLEGIO,2018,5,253.2
CUNDINAMARCA,EL COLEGIO,2018,6,60.300000000000004
CUNDINAMARCA,EL COLEGIO,2018,7,89.9
CUNDINAMARCA,EL COLEGIO,2018,8,112.6
CUNDINAMARCA,EL COLEGIO,2018,9,210.9
CUNDINAMARCA,EL COLEGIO,2018,10,440.7
CUNDINAMARCA,EL COLEGIO,2018,11,207.3
CUNDINAMARCA,EL COLEGIO,2018,12,82.5
CUNDINAMARCA,EL COLEGIO,2019,1,53.1
CUNDINAMARCA,EL COLEGIO,2019,2,171.2
CUNDINAMARCA,EL COLEGIO,2019,3,177.9
CUNDINAMARCA,EL COLEGIO,2019,4,115.6
CUNDINAMARCA,EL COLEGIO,2019,5,95.2
CUNDINAMARCA,EL COLEGIO,2019,6,67.7
CUNDINAMARCA,EL COLEGIO,2019,7,145.0
CUNDINAMARCA,EL COLEGIO,2019,8,58.5
CUNDINAMARCA,EL COLEGIO,2019,9,80.6
CUNDINAMARCA,EL COLEGIO,2019,10,264.0
CUNDINAMARCA,EL COLEGIO,2019,11,192.9
CUNDINAMARCA,EL COLEGIO,2019,12,61.300000000000004
CUNDINAMARCA,EL COLEGIO,2020,1,31.3
CUNDINAMARCA,EL COLEGIO,2020,2,98.4
CUNDINAMARCA,EL COLEGIO,2020,3,86.8
CUNDINAMARCA,EL COLEGIO,2020,4,86.5
CUNDINAMARCA,EL COLEGIO,2020,5,103.9
CUNDINAMARCA,EL COLEGIO,2020,6,145.8
CUNDINAMARCA,EL COLEGIO,2020,7,143.6
CUNDINAMARCA,EL COLEGIO,2020,8,131.1
CUNDINAMARCA,EL COLEGIO,2020,9,142.4
CUNDINAMARCA,EL COLEGIO,2020,10,199.8
CUNDINAMARCA,EL COLEGIO,2020,11,420.5
CUNDINAMARCA,EL COLEGIO,2020,12,45.4
CUNDINAMARCA,EL COLEGIO,2021,1,38.6
CUNDINAMARCA,EL COLEGIO,2021,2,381.1
CUNDINAMARCA,EL COLEGIO,2021,3,426.1
CUNDINAMARCA,EL COLEGIO,2021,4,26.3
CUNDINAMARCA,EL COLEGIO,2021,5,14.6
CUNDINAMARCA,EL COLEGIO,2021,6,1.0
CUNDINAMARCA,EL COLEGIO,2021,7,52.5
CUNDINAMARCA,EL COLEGIO,2021,8,36.300000000000004
CUNDINAMARCA,EL COLEGIO,2021,9,41.9
CUNDINAMARCA,EL COLEGIO,2021,10,144.2
CUNDINAMARCA,EL COLEGIO,2021,11,158.3
CUNDINAMARCA,EL COLEGIO,2021,12,72.5
CUNDINAMARCA,EL COLEGIO,2022,1,98.0
CUNDINAMARCA,EL COLEGIO,2022,2,70.3
CUNDINAMARCA,EL COLEGIO,2022,4,199.6
CUNDINAMARCA,EL COLEGIO,2022,5,8.0
CUNDINAMARCA,EL COLEGIO,2022,8,8.6
CUNDINAMARCA,EL COLEGIO,2022,9,53.0
CUNDINAMARCA,EL COLEGIO,2022,10,184.6
CUNDINAMARCA,EL COLEGIO,2022,11,0.1
CUNDINAMARCA,EL COLEGIO,2022,12,54.5
CUNDINAMARCA,EL COLEGIO,2023,1,188.6
CUNDINAMARCA,EL COLEGIO,2023,2,112.0
CUNDINAMARCA,EL COLEGIO,2023,3,277.0
CUNDINAMARCA,EL COLEGIO,2023,4,270.3
CUNDINAMARCA,EL COLEGIO,2023,5,73.9
CUNDINAMARCA,EL COLEGIO,2023,6,21.0
CUNDINAMARCA,EL COLEGIO,2023,7,56.9
CUNDINAMARCA,EL COLEGIO,2023,8,42.300000000000004
CUNDINAMARCA,EL COLEGIO,2023,9,1.5
CUNDINAMARCA,FACATATIVÁ,2019,3,59.0
CUNDINAMARCA,FACATATIVÁ,2019,4,149.6
CUNDINAMARCA,FACATATIVÁ,2019,5,99.2
CUNDINAMARCA,FACATATIVÁ,2019,6,42.800000000000004
CUNDINAMARCA,FACATATIVÁ,2019,7,20.400000000000002
CUNDINAMARCA,FACATATIVÁ,2019,8,21.4
CUNDINAMARCA,FACATATIVÁ,2019,9,8.2
CUNDINAMARCA,FACATATIVÁ,2019,10,124.8
CUNDINAMARCA,FACATATIVÁ,2019,11,85.2
CUNDINAMARCA,FACATATIVÁ,2019,12,31.2
CUNDINAMARCA,FACATATIVÁ,2020,1,9.0
CUNDINAMARCA,FACATATIVÁ,2020,2,15.200000000000001
CUNDINAMARCA,FACATATIVÁ,2020,3,28.8
CUNDINAMARCA,FACATATIVÁ,2020,4,27.0
CUNDINAMARCA,FACATATIVÁ,2020,5,74.4
CUNDINAMARCA,FACATATIVÁ,2020,6,70.6
CUNDINAMARCA,FACATATIVÁ,2020,7,68.60000000000001
CUNDINAMARCA,FACATATIVÁ,2020,8,26.400000000000002
CUNDINAMARCA,FACATATIVÁ,2020,9,32.6
CUNDINAMARCA,FACATATIVÁ,2020,10,63.800000000000004
CUNDINAMARCA,FACATATIVÁ,2020,11,150.0
CUNDINAMARCA,FACATATIVÁ,2020,12,64.6
CUNDINAMARCA,FACATATIVÁ,2021,1,10.4
CUNDINAMARCA,FACATATIVÁ,2021,2,61.800000000000004
CUNDINAMARCA,FACATATIVÁ,2021,3,107.2
CUNDINAMARCA,FACATATIVÁ,2021,4,66.2
CUNDINAMARCA,FACATATIVÁ,2021,5,70.4
CUNDINAMARCA,FACATATIVÁ,2021,6,141.2
CUNDINAMARCA,FACATATIVÁ,2021,7,25.2
CUNDINAMARCA,FACATATIVÁ,2021,8,58.800000000000004
CUNDINAMARCA,FACATATIVÁ,2021,9,40.2
CUNDINAMARCA,FACATATIVÁ,2021,10,67.0
CUNDINAMARCA,FACATATIVÁ,2021,11,92.8
CUNDINAMARCA,FACATATIVÁ,2021,12,56.4
CUNDINAMARCA,FACATATIVÁ,2022,1,1.4000000000000001
CUNDINAMARCA,FACATATIVÁ,2022,2,49.0
CUNDINAMARCA,FACATATIVÁ,2022,3,0.0
CUNDINAMARCA,FACATATIVÁ,2022,4,165.2
CUNDINAMARCA,FACATATIVÁ,2022,5,95.2
CUNDINAMARCA,FACATATIVÁ,2022,6,80.0
CUNDINAMARCA,FACATATIVÁ,2022,7,48.8
CUNDINAMARCA,FACATATIVÁ,2022,8,28.2
CUNDINAMARCA,FACATATIVÁ,2022,9,33.6
CUNDINAMARCA,FACATATIVÁ,2022,10,119.8
CUNDINAMARCA,FACATATIVÁ,2022,11,0.2
CUNDINAMARCA,FACATATIVÁ,2022,12,5.6000000000000005
CUNDINAMARCA,FACATATIVÁ,2023,1,9.0
CUNDINAMARCA,FACATATIVÁ,2023,2,36.6
CUNDINAMARCA,FACATATIVÁ,2023,3,114.0
CUNDINAMARCA,FUSAGASUGÁ,2015,5,2.0
CUNDINAMARCA,FUSAGASUGÁ,2015,6,18.099999999999998
CUNDINAMARCA,FUSAGASUGÁ,2015,7,21.7
CUNDINAMARCA,FUSAGASUGÁ,2015,8,66.9
CUNDINAMARCA,FUSAGASUGÁ,2015,9,65.6
CUNDINAMARCA,FUSAGASUGÁ,2015,10,50.1
CUNDINAMARCA,FUSAGASUGÁ,2015,12,16.0
CUNDINAMARCA,FUSAGASUGÁ,2016,1,17.4
CUNDINAMARCA,FUSAGASUGÁ,2016,2,23.1
CUNDINAMARCA,FUSAGASUGÁ,2016,3,7.0
CUNDINAMARCA,FUSAGASUGÁ,2016,4,5.2
CUNDINAMARCA,FUSAGASUGÁ,2016,5,15.0
CUNDINAMARCA,FUSAGASUGÁ,2016,6,22.7
CUNDINAMARCA,FUSAGASUGÁ,2016,7,37.2
CUNDINAMARCA,FUSAGASUGÁ,2016,8,16.400000000000002
CUNDINAMARCA,FUSAGASUGÁ,2016,9,80.8
CUNDINAMARCA,FUSAGASUGÁ,2016,10,413.9
CUNDINAMARCA,FUSAGASUGÁ,2016,11,1882.0
CUNDINAMARCA,FUSAGASUGÁ,2016,12,900.1
CUNDINAMARCA,FUSAGASUGÁ,2017,1,462.1
CUNDINAMARCA,FUSAGASUGÁ,2017,2,88.8
CUNDINAMARCA,FUSAGASUGÁ,2017,6,103.7
CUNDINAMARCA,FUSAGASUGÁ,2017,7,152.6
CUNDINAMARCA,FUSAGASUGÁ,2017,8,209.2
CUNDINAMARCA,FUSAGASUGÁ,2017,9,0.0
CUNDINAMARCA,FUSAGASUGÁ,2017,10,0.0
CUNDINAMARCA,FUSAGASUGÁ,2017,12,176.2
CUNDINAMARCA,FUSAGASUGÁ,2018,1,105.8
CUNDINAMARCA,FUSAGASUGÁ,2018,2,522.8
CUNDINAMARCA,FUSAGASUGÁ,2018,3,267.9
CUNDINAMARCA,FUSAGASUGÁ,2018,4,241.0
CUNDINAMARCA,FUSAGASUGÁ,2018,5,909.9
CUNDINAMARCA,FUSAGASUGÁ,2018,6,65.9
CUNDINAMARCA,FUSAGASUGÁ,2018,7,428.7
CUNDINAMARCA,FÚQUENE,2015,11,11.4
CUNDINAMARCA,FÚQUENE,2016,2,11.200000000000001
CUNDINAMARCA,FÚQUENE,2016,3,67.39999999999999
CUNDINAMARCA,FÚQUENE,2016,4,149.7
CUNDINAMARCA,FÚQUENE,2016,5,97.1
CUNDINAMARCA,FÚQUENE,2016,6,10.7
CUNDINAMARCA,FÚQUENE,2016,7,28.5
CUNDINAMARCA,FÚQUENE,2016,8,17.599999999999998
CUNDINAMARCA,FÚQUENE,2016,9,44.6
CUNDINAMARCA,FÚQUENE,2016,10,120.6
CUNDINAMARCA,FÚQUENE,2016,11,99.0
CUNDINAMARCA,FÚQUENE,2016,12,108.8
CUNDINAMARCA,FÚQUENE,2017,1,15.8
CUNDINAMARCA,FÚQUENE,2017,2,34.0
CUNDINAMARCA,FÚQUENE,2017,3,173.2
CUNDINAMARCA,FÚQUENE,2017,4,76.4
CUNDINAMARCA,FÚQUENE,2017,5,99.2
CUNDINAMARCA,FÚQUENE,2017,6,59.5
CUNDINAMARCA,FÚQUENE,2017,7,4.1
CUNDINAMARCA,FÚQUENE,2017,8,17.8
CUNDINAMARCA,FÚQUENE,2017,9,14.5
CUNDINAMARCA,FÚQUENE,2017,10,67.3
CUNDINAMARCA,FÚQUENE,2017,11,99.9
CUNDINAMARCA,FÚQUENE,2017,12,42.8
CUNDINAMARCA,FÚQUENE,2018,1,55.8
CUNDINAMARCA,FÚQUENE,2018,2,46.0
CUNDINAMARCA,FÚQUENE,2018,3,48.6
CUNDINAMARCA,FÚQUENE,2018,4,64.2
CUNDINAMARCA,FÚQUENE,2018,5,37.8
CUNDINAMARCA,FÚQUENE,2018,6,30.5
