departamento,municipio,anio,mes,precipitacion_acumulada
NARIÑO,TUMACO,2021,2,0.0
NARIÑO,TUMACO,2021,3,0.0
NARIÑO,TUMACO,2021,4,0.0
NARIÑO,TUMACO,2021,5,0.0
NARIÑO,TUMACO,2021,6,0.0
NARIÑO,TUMACO,2021,7,0.0
NARIÑO,TUMACO,2021,8,0.0
NARIÑO,TUMACO,2021,9,0.0
NARIÑO,TUMACO,2021,10,0.0
NARIÑO,TUMACO,2021,11,4.2
NARIÑO,TUMACO,2021,12,19.8
NARIÑO,TUMACO,2022,1,10.4
NARIÑO,TUMACO,2022,2,152.0
NARIÑO,TUMACO,2022,5,935.4
NARIÑO,TUMACO,2022,6,847.6
NARIÑO,TUMACO,2022,7,162.4
NARIÑO,TUMACO,2022,8,162.0
NARIÑO,TUMACO,2022,9,219.4
NARIÑO,TUMACO,2022,10,24.2
NARIÑO,TUMACO,2022,11,0.2
NARIÑO,TUMACO,2022,12,166.0
NARIÑO,TUMACO,2023,1,293.6
NARIÑO,TUMACO,2023,2,242.4
NARIÑO,TUMACO,2023,3,141.8
NARIÑO,TUMACO,2023,10,30.5
NARIÑO,TÚQUERRES,2016,12,0.0
NARIÑO,TÚQUERRES,2017,1,85.4
NARIÑO,TÚQUERRES,2017,2,26.1
NARIÑO,TÚQUERRES,2017,3,161.0
NARIÑO,TÚQUERRES,2017,4,109.0
NARIÑO,TÚQUERRES,2017,5,154.3
NARIÑO,TÚQUERRES,2017,6,57.0
NARIÑO,TÚQUERRES,2017,7,9.6
NARIÑO,TÚQUERRES,2017,8,23.1
NARIÑO,TÚQUERRES,2017,9,13.1
NARIÑO,TÚQUERRES,2017,10,80.4
NARIÑO,TÚQUERRES,2017,11,58.7
NARIÑO,TÚQUERRES,2017,12,99.6
NARIÑO,TÚQUERRES,2018,1,91.10000000000001
NARIÑO,TÚQUERRES,2018,2,28.8
NARIÑO,TÚQUERRES,2018,3,103.4
NARIÑO,TÚQUERRES,2018,4,66.0
NARIÑO,TÚQUERRES,2018,5,124.5
NARIÑO,TÚQUERRES,2018,6,47.2
NARIÑO,TÚQUERRES,2018,7,41.800000000000004
NARIÑO,TÚQUERRES,2018,8,12.700000000000001
NARIÑO,TÚQUERRES,2018,9,28.0
NARIÑO,TÚQUERRES,2018,10,47.6
NARIÑO,TÚQUERRES,2018,11,98.0
NARIÑO,TÚQUERRES,2018,12,22.8
NARIÑO,TÚQUERRES,2019,1,45.9
NARIÑO,TÚQUERRES,2019,2,34.5
NARIÑO,TÚQUERRES,2019,3,44.3
NARIÑO,TÚQUERRES,2019,4,167.0
NARIÑO,TÚQUERRES,2019,5,82.60000000000001
NARIÑO,TÚQUERRES,2019,6,32.9
NARIÑO,TÚQUERRES,2019,7,24.5
NARIÑO,TÚQUERRES,2019,8,2.4000000000000004
NARIÑO,TÚQUERRES,2019,9,43.5
NARIÑO,TÚQUERRES,2019,10,97.5
NARIÑO,TÚQUERRES,2019,11,184.7
NARIÑO,TÚQUERRES,2019,12,99.60000000000001
NARIÑO,TÚQUERRES,2020,1,46.5
NARIÑO,TÚQUERRES,2020,2,65.8
NARIÑO,TÚQUERRES,2020,3,25.8
NARIÑO,TÚQUERRES,2020,4,89.5
NARIÑO,TÚQUERRES,2020,5,29.3
NARIÑO,TÚQUERRES,2021,4,34.3
NARIÑO,TÚQUERRES,2021,5,41.0
NARIÑO,TÚQUERRES,2021,6,111.0
NARIÑO,TÚQUERRES,2021,7,20.1
NARIÑO,TÚQUERRES,2021,8,37.1
NARIÑO,TÚQUERRES,2021,9,34.5
NARIÑO,TÚQUERRES,2021,10,76.7
NARIÑO,TÚQUERRES,2021,11,99.7
NARIÑO,TÚQUERRES,2021,12,94.8
NARIÑO,TÚQUERRES,2022,1,11.9
NARIÑO,TÚQUERRES,2022,2,103.2
NARIÑO,TÚQUERRES,2022,3,6.800000000000001
NARIÑO,TÚQUERRES,2022,4,54.5
NARIÑO,TÚQUERRES,2022,5,60.1
NARIÑO,TÚQUERRES,2022,6,99.3
NARIÑO,TÚQUERRES,2022,7,73.2
NARIÑO,TÚQUERRES,2022,8,15.100000000000001
NARIÑO,TÚQUERRES,2022,9,28.0
NARIÑO,TÚQUERRES,2022,10,75.3
NARIÑO,TÚQUERRES,2022,11,0.0
NARIÑO,TÚQUERRES,2022,12,26.1
NARIÑO,TÚQUERRES,2023,1,97.10000000000001
NARIÑO,TÚQUERRES,2023,2,65.8
NARIÑO,TÚQUERRES,2023,3,79.5
