mes,departamento,municipio,topografia,drenaje,cobre_disponible,hierro_disponible_olsen,zinc_disponible_olsen,boro_disponible,manganeso_disponible_olsen,acidez_kcl,ph_agua_suelo,conductividad_electrica,capacidad_de_intercambio_cationico,materia_organica,Numero_cultivos_Cafe
2016-06,TOLIMA,HONDA,Ondulado,Buen drenaje,1.0,32.6,1.0,0.164,1.0,0.0,5.63,0.11,3.798,8.801,1
2016-06,TOLIMA,SAN SEBASTIÁN DE MARIQUITA,Ondulado,Buen drenaje,1.1760000000000002,46.495000000000005,1.0,0.26749999999999996,2.3345000000000002,0.21,5.460000000000001,0.17049999999999998,3.2975,6.395,2
2016-06,VALLE DEL CAUCA,TRUJILLO,Ondulado,Buen drenaje,3.658,45.37,1.897,0.389,9.263,0.913,5.22,0.229,15.95,1.842,1
2016-07,ANTIOQUIA,ANDES,Pendiente,Buen drenaje,2.5836666666666663,125.59333333333332,2.5613333333333332,0.24966666666666668,4.9013333333333335,1.8486666666666665,4.579666666666667,0.5683333333333334,3.9313333333333333,4.019333333333333,3
2016-07,ANTIOQUIA,CALDAS,Pendiente,Buen drenaje,1.1516666666666666,60.06333333333333,5.4239999999999995,0.4446666666666667,3.933,0.0,5.646666666666666,0.3953333333333333,11.339999999999998,9.360000000000001,3
2016-07,ANTIOQUIA,EBÉJICO,Pendiente,Buen drenaje,28.69,263.325,1.4515,0.35225,1.05375,0.73375,5.2375,0.26925,3.48825,4.17325,4
2016-07,CUNDINAMARCA,CHAGUANÍ,Ondulado,Regular drenaje,3.068,90.96,2.585,0.464,5.587,0.0,5.66,0.199,13.08,2.711,1
2016-07,CUNDINAMARCA,SASAIMA,Plano,Buen drenaje,2.222,98.22,5.086,0.257,1.044,0.547,5.4,0.298,9.934,5.2,1
2016-07,CUNDINAMARCA,VIANÍ,Ondulado,Buen drenaje,1.308,60.74,3.62,0.283,1.429,0.0,6.11,0.175,14.58,8.532,1
2016-07,CUNDINAMARCA,VILLETA,Ondulado,Regular drenaje,1.204,21.92,3.025,0.305,1.0,0.0,8.14,0.546,42.36,2.164,1
2016-07,HUILA,CAMPOALEGRE,Pendiente,Buen drenaje,1.0,45.2,1.0,0.322,1.501,0.0,5.97,0.179,10.62,5.606,1
2016-07,HUILA,PITALITO,Pendiente,Buen drenaje,1.0,429.1,1.0,0.209,2.34,1.862,5.35,0.129,3.067,7.722,1
2016-07,TOLIMA,DOLORES,Pendiente,Buen drenaje,2.4246666666666665,639.2333333333332,1.7373333333333332,0.3136666666666667,8.808666666666666,6.303666666666667,4.406666666666667,0.251,10.763333333333334,3.2433333333333336,3
2016-08,CAUCA,POPAYÁN,Plano,Buen drenaje,1.542,53.12,1.978,0.195,1.365,0.0,5.99,0.215,14.08,11.77,1
2016-08,NARIÑO,CHACHAGÜÍ,Pendiente,Buen drenaje,2.288,155.6,1.0,0.197,3.31,2.35,5.059,0.175,4.698,9.756,1
2016-08,SANTANDER,BARICHARA,Ondulado,Buen drenaje,44.12,93.01,59.81,17.26,17.39,0.0,9.19,15.78,91.65,17.06,1
2016-08,SANTANDER,PÁRAMO,Ondulado,Buen drenaje,1.615,326.93333333333334,6.176666666666667,0.2996666666666667,2.0773333333333333,3.218,5.326333333333333,0.19733333333333333,11.927333333333335,3.83,3
2016-09,CAUCA,MORALES,Ondulado,Buen drenaje,1.64,87.97,2.412,0.188,2.659,1.279,5.21,0.223,3.846,18.6,1
2016-09,CUNDINAMARCA,MACHETÁ,Pendiente,Buen drenaje,1.0,481.7,1.0,0.213,6.512,2.504,4.98,0.114,4.265,1.99,1
2016-09,HUILA,GUADALUPE,Pendiente,Buen drenaje,2.056,603.3,2.962,0.361,8.115,0.163,5.16,0.989,14.59,4.819,1
2016-09,HUILA,PITAL,Ondulado,Buen drenaje,3.406,729.3,3.81,0.215,3.037,5.23,4.66,0.225,9.833,3.977,1
